dev,name_code,month,year,time,cont,ton
GUN HILL,gunhill,January,2020,2020-01-01,12.0,82.61
GUN HILL,gunhill,January,2021,2021-01-01,9.0,57.56999999999999
GUN HILL,gunhill,July,2018,2018-07-01,7.0,53.529999999999994
GUN HILL,gunhill,July,2019,2019-07-01,10.0,80.17999999999999
GUN HILL,gunhill,July,2020,2020-07-01,11.0,81.94999999999999
GUN HILL,gunhill,July,2021,2021-07-01,9.0,66.17
GUN HILL,gunhill,June,2018,2018-06-01,8.0,63.37
GUN HILL,gunhill,June,2019,2019-06-01,7.0,55.58999999999999
GUN HILL,gunhill,June,2020,2020-06-01,10.0,71.1
GUN HILL,gunhill,June,2021,2021-06-01,10.0,77.05
GUN HILL,gunhill,March,2018,2018-03-01,8.0,58.14
GUN HILL,gunhill,March,2019,2019-03-01,9.0,71.01
GUN HILL,gunhill,March,2020,2020-03-01,9.0,57.519999999999996
GUN HILL,gunhill,March,2021,2021-03-01,9.0,62.35
GUN HILL,gunhill,May,2018,2018-05-01,9.0,71.58
GUN HILL,gunhill,May,2019,2019-05-01,11.0,82.21
GUN HILL,gunhill,May,2020,2020-05-01,9.0,66.96
GUN HILL,gunhill,May,2021,2021-05-01,9.0,66.53
GUN HILL,gunhill,November,2018,2018-11-01,12.0,99.13
GUN HILL,gunhill,November,2019,2019-11-01,9.0,58.42
GUN HILL,gunhill,November,2020,2020-11-01,9.0,69.62
GUN HILL,gunhill,November,2021,2021-11-01,0.0,0.0
GUN HILL,gunhill,October,2018,2018-10-01,11.0,89.09
GUN HILL,gunhill,October,2019,2019-10-01,9.0,63.519999999999996
GUN HILL,gunhill,October,2020,2020-10-01,9.0,65.31
GUN HILL,gunhill,October,2021,2021-10-01,0.0,0.0
GUN HILL,gunhill,September,2018,2018-09-01,8.0,61.839999999999996
GUN HILL,gunhill,September,2019,2019-09-01,9.0,63.830000000000005
GUN HILL,gunhill,September,2020,2020-09-01,11.0,78.87
GUN HILL,gunhill,September,2021,2021-09-01,11.0,90.88
HAMMEL,hammel,April,2018,2018-04-01,3.0,26.48
HAMMEL,hammel,April,2019,2019-04-01,5.0,42.22
HAMMEL,hammel,April,2020,2020-04-01,9.0,77.38000000000001
HAMMEL,hammel,April,2021,2021-04-01,8.0,57.73
HAMMEL,hammel,August,2018,2018-08-01,9.0,68.19
HAMMEL,hammel,August,2019,2019-08-01,7.0,55.019999999999996
HAMMEL,hammel,August,2020,2020-08-01,8.0,72.07
HAMMEL,hammel,August,2021,2021-08-01,8.0,65.78
HAMMEL,hammel,December,2018,2018-12-01,5.0,42.49
HAMMEL,hammel,December,2019,2019-12-01,7.0,54.8
HAMMEL,hammel,December,2020,2020-12-01,10.0,85.3
HAMMEL,hammel,December,2021,2021-12-01,0.0,0.0
HAMMEL,hammel,February,2018,2018-02-01,6.0,36.61
HAMMEL,hammel,February,2019,2019-02-01,5.0,35.79
HAMMEL,hammel,February,2020,2020-02-01,5.0,34.66
HAMMEL,hammel,February,2021,2021-02-01,7.0,55.9
HAMMEL,hammel,January,2018,2018-01-01,4.0,26.869999999999997
HAMMEL,hammel,January,2019,2019-01-01,9.0,71.02
HAMMEL,hammel,January,2020,2020-01-01,9.0,64.67999999999999
HAMMEL,hammel,January,2021,2021-01-01,8.0,63.980000000000004
HAMMEL,hammel,July,2018,2018-07-01,6.0,36.92
HAMMEL,hammel,July,2019,2019-07-01,9.0,65.76
HAMMEL,hammel,July,2020,2020-07-01,9.0,85.65
HAMMEL,hammel,July,2021,2021-07-01,9.0,72.44
HAMMEL,hammel,June,2018,2018-06-01,8.0,57.88999999999999
HAMMEL,hammel,June,2019,2019-06-01,3.0,27.760000000000005
HAMMEL,hammel,June,2020,2020-06-01,8.0,65.95
HAMMEL,hammel,June,2021,2021-06-01,9.0,76.47999999999999
HAMMEL,hammel,March,2018,2018-03-01,5.0,35.17
HAMMEL,hammel,March,2019,2019-03-01,6.0,50.53
HAMMEL,hammel,March,2020,2020-03-01,7.0,54.66
HAMMEL,hammel,March,2021,2021-03-01,11.0,82.65
HAMMEL,hammel,May,2018,2018-05-01,8.0,56.63999999999999
HAMMEL,hammel,May,2019,2019-05-01,9.0,64.75
HAMMEL,hammel,May,2020,2020-05-01,8.0,64.94
HAMMEL,hammel,May,2021,2021-05-01,8.0,65.16
HAMMEL,hammel,November,2018,2018-11-01,3.0,23.619999999999997
HAMMEL,hammel,November,2019,2019-11-01,8.0,54.97
HAMMEL,hammel,November,2020,2020-11-01,8.0,71.59
HAMMEL,hammel,November,2021,2021-11-01,0.0,0.0
HAMMEL,hammel,October,2018,2018-10-01,8.0,55.85999999999999
HAMMEL,hammel,October,2019,2019-10-01,10.0,69.46000000000001
HAMMEL,hammel,October,2020,2020-10-01,8.0,70.89999999999999
HAMMEL,hammel,October,2021,2021-10-01,0.0,0.0
HAMMEL,hammel,September,2018,2018-09-01,6.0,55.14
HAMMEL,hammel,September,2019,2019-09-01,7.0,55.44
HAMMEL,hammel,September,2020,2020-09-01,8.0,66.71
HAMMEL,hammel,September,2021,2021-09-01,10.0,82.94
HARBORVIEW TERRACE,harborviewterrace,April,2018,2018-04-01,4.0,24.68
HARBORVIEW TERRACE,harborviewterrace,April,2019,2019-04-01,4.0,26.35
HARBORVIEW TERRACE,harborviewterrace,April,2020,2020-04-01,1.0,6.49
HARBORVIEW TERRACE,harborviewterrace,April,2021,2021-04-01,3.0,23.07
HARBORVIEW TERRACE,harborviewterrace,August,2018,2018-08-01,4.0,33.95
HARBORVIEW TERRACE,harborviewterrace,August,2019,2019-08-01,5.0,29.3
HARBORVIEW TERRACE,harborviewterrace,August,2020,2020-08-01,2.0,10.59
HARBORVIEW TERRACE,harborviewterrace,August,2021,2021-08-01,3.0,19.759999999999998
HARBORVIEW TERRACE,harborviewterrace,December,2018,2018-12-01,5.0,32.46
HARBORVIEW TERRACE,harborviewterrace,December,2019,2019-12-01,5.0,34.83
HARBORVIEW TERRACE,harborviewterrace,December,2020,2020-12-01,5.0,32.42
HARBORVIEW TERRACE,harborviewterrace,December,2021,2021-12-01,0.0,0.0
HARBORVIEW TERRACE,harborviewterrace,February,2018,2018-02-01,3.0,20.42
HARBORVIEW TERRACE,harborviewterrace,February,2019,2019-02-01,4.0,23.96
HARBORVIEW TERRACE,harborviewterrace,February,2020,2020-02-01,4.0,18.35
HARBORVIEW TERRACE,harborviewterrace,February,2021,2021-02-01,3.0,18.52
HARBORVIEW TERRACE,harborviewterrace,January,2018,2018-01-01,3.0,18.35
HARBORVIEW TERRACE,harborviewterrace,January,2019,2019-01-01,5.0,33.6
HARBORVIEW TERRACE,harborviewterrace,January,2020,2020-01-01,5.0,32.6
HARBORVIEW TERRACE,harborviewterrace,January,2021,2021-01-01,3.0,23.76
HARBORVIEW TERRACE,harborviewterrace,July,2018,2018-07-01,3.0,20.07
HARBORVIEW TERRACE,harborviewterrace,July,2019,2019-07-01,5.0,32.84
HARBORVIEW TERRACE,harborviewterrace,July,2020,2020-07-01,5.0,32.45
HARBORVIEW TERRACE,harborviewterrace,July,2021,2021-07-01,2.0,15.31
HARBORVIEW TERRACE,harborviewterrace,June,2018,2018-06-01,2.0,14.24
HARBORVIEW TERRACE,harborviewterrace,June,2019,2019-06-01,4.0,26.08
HARBORVIEW TERRACE,harborviewterrace,June,2020,2020-06-01,3.0,22.72
HARBORVIEW TERRACE,harborviewterrace,June,2021,2021-06-01,3.0,17.04
HARBORVIEW TERRACE,harborviewterrace,March,2018,2018-03-01,3.0,20.99
HARBORVIEW TERRACE,harborviewterrace,March,2019,2019-03-01,4.0,29.87
HARBORVIEW TERRACE,harborviewterrace,March,2020,2020-03-01,4.0,29.83
HARBORVIEW TERRACE,harborviewterrace,March,2021,2021-03-01,3.0,25.5
HARBORVIEW TERRACE,harborviewterrace,May,2018,2018-05-01,4.0,20.31
HARBORVIEW TERRACE,harborviewterrace,May,2019,2019-05-01,5.0,31.2
HARBORVIEW TERRACE,harborviewterrace,May,2020,2020-05-01,6.0,43.19
HARBORVIEW TERRACE,harborviewterrace,May,2021,2021-05-01,2.0,14.52
HARBORVIEW TERRACE,harborviewterrace,November,2018,2018-11-01,4.0,28.439999999999998
HARBORVIEW TERRACE,harborviewterrace,November,2019,2019-11-01,4.0,28.42
HARBORVIEW TERRACE,harborviewterrace,November,2020,2020-11-01,3.0,15.79
HARBORVIEW TERRACE,harborviewterrace,November,2021,2021-11-01,0.0,0.0
HARBORVIEW TERRACE,harborviewterrace,October,2018,2018-10-01,4.0,27.55
HARBORVIEW TERRACE,harborviewterrace,October,2019,2019-10-01,4.0,31.0
HARBORVIEW TERRACE,harborviewterrace,October,2020,2020-10-01,5.0,30.03
HARBORVIEW TERRACE,harborviewterrace,October,2021,2021-10-01,0.0,0.0
HARBORVIEW TERRACE,harborviewterrace,September,2018,2018-09-01,4.0,29.770000000000003
HARBORVIEW TERRACE,harborviewterrace,September,2019,2019-09-01,2.0,10.99
HARBORVIEW TERRACE,harborviewterrace,September,2020,2020-09-01,4.0,30.189999999999998
HARBORVIEW TERRACE,harborviewterrace,September,2021,2021-09-01,2.0,17.61
HARLEM RIVER,harlemriver,April,2018,2018-04-01,8.0,54.580000000000005
HARLEM RIVER,harlemriver,April,2019,2019-04-01,5.0,42.22
HARLEM RIVER,harlemriver,April,2020,2020-04-01,8.0,68.62
HARLEM RIVER,harlemriver,April,2021,2021-04-01,8.0,62.21000000000001
HARLEM RIVER,harlemriver,August,2018,2018-08-01,7.0,62.63
HARLEM RIVER,harlemriver,August,2019,2019-08-01,6.0,49.160000000000004
HARLEM RIVER,harlemriver,August,2020,2020-08-01,9.0,79.28999999999999
HARLEM RIVER,harlemriver,August,2021,2021-08-01,5.0,38.09
HARLEM RIVER,harlemriver,December,2018,2018-12-01,8.0,64.76
HARLEM RIVER,harlemriver,December,2019,2019-12-01,10.0,78.89
HARLEM RIVER,harlemriver,December,2020,2020-12-01,11.0,88.67
HARLEM RIVER,harlemriver,December,2021,2021-12-01,0.0,0.0
HARLEM RIVER,harlemriver,February,2018,2018-02-01,10.0,83.31
HARLEM RIVER,harlemriver,February,2019,2019-02-01,7.0,55.769999999999996
HARLEM RIVER,harlemriver,February,2020,2020-02-01,9.0,71.55
HARLEM RIVER,harlemriver,February,2021,2021-02-01,9.0,61.71
HARLEM RIVER,harlemriver,January,2018,2018-01-01,4.0,30.939999999999998
HARLEM RIVER,harlemriver,January,2019,2019-01-01,8.0,68.93
HARLEM RIVER,harlemriver,January,2020,2020-01-01,12.0,95.22
HARLEM RIVER,harlemriver,January,2021,2021-01-01,8.0,61.96000000000001
HARLEM RIVER,harlemriver,July,2018,2018-07-01,5.0,44.879999999999995
HARLEM RIVER,harlemriver,July,2019,2019-07-01,10.0,89.49999999999999
HARLEM RIVER,harlemriver,July,2020,2020-07-01,11.0,87.78000000000002
HARLEM RIVER,harlemriver,July,2021,2021-07-01,8.0,59.79
HARLEM RIVER,harlemriver,June,2018,2018-06-01,5.0,45.21
HARLEM RIVER,harlemriver,June,2019,2019-06-01,6.0,57.78
HARLEM RIVER,harlemriver,June,2020,2020-06-01,10.0,87.3
HARLEM RIVER,harlemriver,June,2021,2021-06-01,11.0,86.83999999999999
HARLEM RIVER,harlemriver,March,2018,2018-03-01,10.0,76.46000000000001
HARLEM RIVER,harlemriver,March,2019,2019-03-01,7.0,56.269999999999996
HARLEM RIVER,harlemriver,March,2020,2020-03-01,9.0,68.74
HARLEM RIVER,harlemriver,March,2021,2021-03-01,9.0,70.72
HARLEM RIVER,harlemriver,May,2018,2018-05-01,7.0,59.81
HARLEM RIVER,harlemriver,May,2019,2019-05-01,11.0,93.52000000000001
HARLEM RIVER,harlemriver,May,2020,2020-05-01,10.0,81.7
HARLEM RIVER,harlemriver,May,2021,2021-05-01,5.0,38.709999999999994
HARLEM RIVER,harlemriver,November,2018,2018-11-01,8.0,69.56
HARLEM RIVER,harlemriver,November,2019,2019-11-01,8.0,61.11
HARLEM RIVER,harlemriver,November,2020,2020-11-01,9.0,74.58999999999999
HARLEM RIVER,harlemriver,November,2021,2021-11-01,0.0,0.0
HARLEM RIVER,harlemriver,October,2018,2018-10-01,10.0,85.92999999999999
HARLEM RIVER,harlemriver,October,2019,2019-10-01,9.0,79.94
HARLEM RIVER,harlemriver,October,2020,2020-10-01,10.0,83.05
HARLEM RIVER,harlemriver,October,2021,2021-10-01,0.0,0.0
HARLEM RIVER,harlemriver,September,2018,2018-09-01,9.0,81.59
HARLEM RIVER,harlemriver,September,2019,2019-09-01,6.0,54.379999999999995
HARLEM RIVER,harlemriver,September,2020,2020-09-01,12.0,100.11
HARLEM RIVER,harlemriver,September,2021,2021-09-01,8.0,75.86
HIGHBRIDGE GARDENS,highbridgegardens,April,2018,2018-04-01,10.0,65.98
HIGHBRIDGE GARDENS,highbridgegardens,April,2019,2019-04-01,7.0,49.17
HIGHBRIDGE GARDENS,highbridgegardens,April,2020,2020-04-01,11.0,75.38000000000001
HIGHBRIDGE GARDENS,highbridgegardens,April,2021,2021-04-01,8.0,60.16
HIGHBRIDGE GARDENS,highbridgegardens,August,2018,2018-08-01,10.0,74.26
HIGHBRIDGE GARDENS,highbridgegardens,August,2019,2019-08-01,8.0,55.959999999999994
HIGHBRIDGE GARDENS,highbridgegardens,August,2020,2020-08-01,8.0,69.1
HIGHBRIDGE GARDENS,highbridgegardens,August,2021,2021-08-01,8.0,58.72999999999999
HIGHBRIDGE GARDENS,highbridgegardens,December,2018,2018-12-01,9.0,58.11
HIGHBRIDGE GARDENS,highbridgegardens,December,2019,2019-12-01,8.0,57.78
HIGHBRIDGE GARDENS,highbridgegardens,December,2020,2020-12-01,11.0,78.68999999999998
HIGHBRIDGE GARDENS,highbridgegardens,December,2021,2021-12-01,0.0,0.0
HIGHBRIDGE GARDENS,highbridgegardens,February,2018,2018-02-01,6.0,42.17
HIGHBRIDGE GARDENS,highbridgegardens,February,2019,2019-02-01,8.0,58.03
HIGHBRIDGE GARDENS,highbridgegardens,February,2020,2020-02-01,8.0,56.47
HIGHBRIDGE GARDENS,highbridgegardens,February,2021,2021-02-01,8.0,61.64
HIGHBRIDGE GARDENS,highbridgegardens,January,2018,2018-01-01,9.0,64.6
HIGHBRIDGE GARDENS,highbridgegardens,January,2019,2019-01-01,10.0,66.74
HIGHBRIDGE GARDENS,highbridgegardens,January,2020,2020-01-01,10.0,69.01
HIGHBRIDGE GARDENS,highbridgegardens,January,2021,2021-01-01,8.0,55.730000000000004
HIGHBRIDGE GARDENS,highbridgegardens,July,2018,2018-07-01,8.0,58.19
HIGHBRIDGE GARDENS,highbridgegardens,July,2019,2019-07-01,9.0,56.86
HIGHBRIDGE GARDENS,highbridgegardens,July,2020,2020-07-01,10.0,87.62
HIGHBRIDGE GARDENS,highbridgegardens,July,2021,2021-07-01,8.0,57.739999999999995
HIGHBRIDGE GARDENS,highbridgegardens,June,2018,2018-06-01,8.0,59.03999999999999
HIGHBRIDGE GARDENS,highbridgegardens,June,2019,2019-06-01,8.0,59.14
HIGHBRIDGE GARDENS,highbridgegardens,June,2020,2020-06-01,9.0,73.93999999999998
HIGHBRIDGE GARDENS,highbridgegardens,June,2021,2021-06-01,10.0,72.97999999999999
HIGHBRIDGE GARDENS,highbridgegardens,March,2018,2018-03-01,8.0,53.25
HIGHBRIDGE GARDENS,highbridgegardens,March,2019,2019-03-01,8.0,58.31
HIGHBRIDGE GARDENS,highbridgegardens,March,2020,2020-03-01,8.0,57.79
HIGHBRIDGE GARDENS,highbridgegardens,March,2021,2021-03-01,10.0,74.74
HIGHBRIDGE GARDENS,highbridgegardens,May,2018,2018-05-01,10.0,71.67000000000002
HIGHBRIDGE GARDENS,highbridgegardens,May,2019,2019-05-01,11.0,74.84
HIGHBRIDGE GARDENS,highbridgegardens,May,2020,2020-05-01,8.0,58.63
HIGHBRIDGE GARDENS,highbridgegardens,May,2021,2021-05-01,6.0,43.37
HIGHBRIDGE GARDENS,highbridgegardens,November,2018,2018-11-01,9.0,60.68
HIGHBRIDGE GARDENS,highbridgegardens,November,2019,2019-11-01,9.0,69.65
HIGHBRIDGE GARDENS,highbridgegardens,November,2020,2020-11-01,7.0,56.27000000000001
HIGHBRIDGE GARDENS,highbridgegardens,November,2021,2021-11-01,0.0,0.0
HIGHBRIDGE GARDENS,highbridgegardens,October,2018,2018-10-01,8.0,53.09
HIGHBRIDGE GARDENS,highbridgegardens,October,2019,2019-10-01,2.0,14.989999999999998
HIGHBRIDGE GARDENS,highbridgegardens,October,2020,2020-10-01,8.0,61.99
HIGHBRIDGE GARDENS,highbridgegardens,October,2021,2021-10-01,0.0,0.0
HIGHBRIDGE GARDENS,highbridgegardens,September,2018,2018-09-01,8.0,61.4
HIGHBRIDGE GARDENS,highbridgegardens,September,2019,2019-09-01,0.0,0.0
HIGHBRIDGE GARDENS,highbridgegardens,September,2020,2020-09-01,10.0,78.32000000000001
HIGHBRIDGE GARDENS,highbridgegardens,September,2021,2021-09-01,8.0,61.13
HOWARD,howard,April,2018,2018-04-01,4.0,29.009999999999998
HOWARD,howard,April,2019,2019-04-01,6.0,46.150000000000006
HOWARD,howard,April,2020,2020-04-01,10.0,71.58
HOWARD,howard,April,2021,2021-04-01,8.0,68.46000000000001
HOWARD,howard,August,2018,2018-08-01,9.0,63.89999999999999
HOWARD,howard,August,2019,2019-08-01,7.0,56.779999999999994
HOWARD,howard,August,2020,2020-08-01,11.0,76.3
HOWARD,howard,August,2021,2021-08-01,5.0,48.63
HOWARD,howard,December,2018,2018-12-01,10.0,75.95
HOWARD,howard,December,2019,2019-12-01,7.0,57.75
HOWARD,howard,December,2020,2020-12-01,14.0,90.32
HOWARD,howard,December,2021,2021-12-01,0.0,0.0
HOWARD,howard,February,2018,2018-02-01,4.0,32.51
HOWARD,howard,February,2019,2019-02-01,8.0,60.2
HOWARD,howard,February,2020,2020-02-01,6.0,42.309999999999995
HOWARD,howard,February,2021,2021-02-01,9.0,70.45
HOWARD,howard,January,2018,2018-01-01,7.0,52.84
HOWARD,howard,January,2019,2019-01-01,8.0,67.11
HOWARD,howard,January,2020,2020-01-01,11.0,85.17
HOWARD,howard,January,2021,2021-01-01,8.0,63.11
HOWARD,howard,July,2018,2018-07-01,5.0,46.93
HOWARD,howard,July,2019,2019-07-01,9.0,74.92999999999999
HOWARD,howard,July,2020,2020-07-01,15.0,103.42
HOWARD,howard,July,2021,2021-07-01,7.0,73.19
HOWARD,howard,June,2018,2018-06-01,7.0,53.05
HOWARD,howard,June,2019,2019-06-01,7.0,56.94
HOWARD,howard,June,2020,2020-06-01,12.0,82.39
HOWARD,howard,June,2021,2021-06-01,12.0,99.17
HOWARD,howard,March,2018,2018-03-01,5.0,36.57
HOWARD,howard,March,2019,2019-03-01,7.0,53.32
HOWARD,howard,March,2020,2020-03-01,7.0,49.55
HOWARD,howard,March,2021,2021-03-01,11.0,79.84
HOWARD,howard,May,2018,2018-05-01,6.0,45.61
HOWARD,howard,May,2019,2019-05-01,10.0,86.32
HOWARD,howard,May,2020,2020-05-01,9.0,76.87
HOWARD,howard,May,2021,2021-05-01,9.0,68.74
HOWARD,howard,November,2018,2018-11-01,6.0,47.199999999999996
HOWARD,howard,November,2019,2019-11-01,8.0,59.99
HOWARD,howard,November,2020,2020-11-01,12.0,76.18999999999998
HOWARD,howard,November,2021,2021-11-01,0.0,0.0
HOWARD,howard,October,2018,2018-10-01,6.0,47.83
HOWARD,howard,October,2019,2019-10-01,11.0,89.72999999999999
HOWARD,howard,October,2020,2020-10-01,10.0,73.0
HOWARD,howard,October,2021,2021-10-01,0.0,0.0
HOWARD,howard,September,2018,2018-09-01,6.0,52.02
HOWARD,howard,September,2019,2019-09-01,13.0,101.85
HOWARD,howard,September,2020,2020-09-01,12.0,76.26
HOWARD,howard,September,2021,2021-09-01,10.0,92.4
INGERSOLL,ingersoll,April,2018,2018-04-01,14.0,121.48
INGERSOLL,ingersoll,April,2019,2019-04-01,16.0,126.22
INGERSOLL,ingersoll,April,2020,2020-04-01,21.0,160.16
INGERSOLL,ingersoll,April,2021,2021-04-01,19.0,153.32999999999998
INGERSOLL,ingersoll,August,2018,2018-08-01,19.0,161.51
INGERSOLL,ingersoll,August,2019,2019-08-01,17.0,131.64
INGERSOLL,ingersoll,August,2020,2020-08-01,19.0,158.7
INGERSOLL,ingersoll,August,2021,2021-08-01,19.0,169.17000000000002
INGERSOLL,ingersoll,December,2018,2018-12-01,17.0,146.39
INGERSOLL,ingersoll,December,2019,2019-12-01,18.0,144.8
INGERSOLL,ingersoll,December,2020,2020-12-01,23.0,207.39999999999998
INGERSOLL,ingersoll,December,2021,2021-12-01,0.0,0.0
INGERSOLL,ingersoll,February,2018,2018-02-01,16.0,131.91
INGERSOLL,ingersoll,February,2019,2019-02-01,17.0,124.33
INGERSOLL,ingersoll,February,2020,2020-02-01,16.0,121.74
INGERSOLL,ingersoll,February,2021,2021-02-01,20.0,140.7
INGERSOLL,ingersoll,January,2018,2018-01-01,18.0,142.94
INGERSOLL,ingersoll,January,2019,2019-01-01,22.0,174.83
INGERSOLL,ingersoll,January,2020,2020-01-01,22.0,162.74
INGERSOLL,ingersoll,January,2021,2021-01-01,19.0,149.63
INGERSOLL,ingersoll,July,2018,2018-07-01,16.0,133.91000000000003
INGERSOLL,ingersoll,July,2019,2019-07-01,19.0,153.37000000000003
INGERSOLL,ingersoll,July,2020,2020-07-01,25.0,196.07
INGERSOLL,ingersoll,July,2021,2021-07-01,16.0,156.37
INGERSOLL,ingersoll,June,2018,2018-06-01,16.0,136.92
INGERSOLL,ingersoll,June,2019,2019-06-01,16.0,134.38
INGERSOLL,ingersoll,June,2020,2020-06-01,19.0,165.41000000000003
INGERSOLL,ingersoll,June,2021,2021-06-01,21.0,189.19
INGERSOLL,ingersoll,March,2018,2018-03-01,16.0,129.1
INGERSOLL,ingersoll,March,2019,2019-03-01,16.0,129.02
INGERSOLL,ingersoll,March,2020,2020-03-01,18.0,139.09
INGERSOLL,ingersoll,March,2021,2021-03-01,24.0,191.73
INGERSOLL,ingersoll,May,2018,2018-05-01,18.0,153.74
INGERSOLL,ingersoll,May,2019,2019-05-01,21.0,160.65
INGERSOLL,ingersoll,May,2020,2020-05-01,18.0,154.91
INGERSOLL,ingersoll,May,2021,2021-05-01,17.0,146.07
INGERSOLL,ingersoll,November,2018,2018-11-01,16.0,138.03
INGERSOLL,ingersoll,November,2019,2019-11-01,18.0,128.11
INGERSOLL,ingersoll,November,2020,2020-11-01,18.0,158.34
INGERSOLL,ingersoll,November,2021,2021-11-01,0.0,0.0
INGERSOLL,ingersoll,October,2018,2018-10-01,20.0,155.29
INGERSOLL,ingersoll,October,2019,2019-10-01,20.0,159.68
INGERSOLL,ingersoll,October,2020,2020-10-01,19.0,173.64
INGERSOLL,ingersoll,October,2021,2021-10-01,0.0,0.0
INGERSOLL,ingersoll,September,2018,2018-09-01,15.0,128.15
INGERSOLL,ingersoll,September,2019,2019-09-01,15.0,120.1
INGERSOLL,ingersoll,September,2020,2020-09-01,23.0,214.46
INGERSOLL,ingersoll,September,2021,2021-09-01,20.0,180.43
ISAACS,isaacs,April,2018,2018-04-01,8.0,72.95
ISAACS,isaacs,April,2019,2019-04-01,9.0,76.35
ISAACS,isaacs,April,2020,2020-04-01,10.0,87.83999999999999
ISAACS,isaacs,April,2021,2021-04-01,7.0,59.080000000000005
ISAACS,isaacs,August,2018,2018-08-01,8.0,74.54
ISAACS,isaacs,August,2019,2019-08-01,8.0,74.43
ISAACS,isaacs,August,2020,2020-08-01,8.0,86.46000000000001
ISAACS,isaacs,August,2021,2021-08-01,8.0,77.42
ISAACS,isaacs,December,2018,2018-12-01,6.0,57.22
ISAACS,isaacs,December,2019,2019-12-01,8.0,75.39
ISAACS,isaacs,December,2020,2020-12-01,9.0,87.66000000000001
ISAACS,isaacs,December,2021,2021-12-01,0.0,0.0
ISAACS,isaacs,February,2018,2018-02-01,8.0,73.83
ISAACS,isaacs,February,2019,2019-02-01,8.0,69.51
ISAACS,isaacs,February,2020,2020-02-01,8.0,71.72
ISAACS,isaacs,February,2021,2021-02-01,8.0,75.79999999999998
ISAACS,isaacs,January,2018,2018-01-01,3.0,28.9
ISAACS,isaacs,January,2019,2019-01-01,10.0,89.67
ISAACS,isaacs,January,2020,2020-01-01,10.0,92.57
ISAACS,isaacs,January,2021,2021-01-01,7.0,65.96
ISAACS,isaacs,July,2018,2018-07-01,7.0,69.08
ISAACS,isaacs,July,2019,2019-07-01,9.0,78.12
ISAACS,isaacs,July,2020,2020-07-01,11.0,113.38999999999999
ISAACS,isaacs,July,2021,2021-07-01,6.0,58.42
ISAACS,isaacs,June,2018,2018-06-01,8.0,74.9
ISAACS,isaacs,June,2019,2019-06-01,8.0,77.41
ISAACS,isaacs,June,2020,2020-06-01,8.0,81.13000000000001
ISAACS,isaacs,June,2021,2021-06-01,10.0,92.07
ISAACS,isaacs,March,2018,2018-03-01,8.0,73.47999999999999
ISAACS,isaacs,March,2019,2019-03-01,8.0,66.25
ISAACS,isaacs,March,2020,2020-03-01,7.0,60.42
ISAACS,isaacs,March,2021,2021-03-01,10.0,87.15
ISAACS,isaacs,May,2018,2018-05-01,10.0,90.81
ISAACS,isaacs,May,2019,2019-05-01,10.0,92.07999999999998
ISAACS,isaacs,May,2020,2020-05-01,7.0,68.74
ISAACS,isaacs,May,2021,2021-05-01,8.0,77.71
ISAACS,isaacs,November,2018,2018-11-01,6.0,59.800000000000004
ISAACS,isaacs,November,2019,2019-11-01,7.0,64.14
ISAACS,isaacs,November,2020,2020-11-01,8.0,76.28999999999999
ISAACS,isaacs,November,2021,2021-11-01,0.0,0.0
ISAACS,isaacs,October,2018,2018-10-01,8.0,72.44
ISAACS,isaacs,October,2019,2019-10-01,10.0,91.38999999999999
ISAACS,isaacs,October,2020,2020-10-01,8.0,78.64
ISAACS,isaacs,October,2021,2021-10-01,0.0,0.0
ISAACS,isaacs,September,2018,2018-09-01,8.0,82.42
ISAACS,isaacs,September,2019,2019-09-01,8.0,74.95
ISAACS,isaacs,September,2020,2020-09-01,10.0,102.87
ISAACS,isaacs,September,2021,2021-09-01,10.0,96.9
JACKSON,jackson,April,2018,2018-04-01,7.0,58.83
JACKSON,jackson,April,2019,2019-04-01,9.0,74.65
JACKSON,jackson,April,2020,2020-04-01,13.0,88.35
JACKSON,jackson,April,2021,2021-04-01,8.0,54.44
JACKSON,jackson,August,2018,2018-08-01,7.0,68.89000000000001
JACKSON,jackson,August,2019,2019-08-01,7.0,53.440000000000005
JACKSON,jackson,August,2020,2020-08-01,12.0,94.06
JACKSON,jackson,August,2021,2021-08-01,5.0,36.08
JACKSON,jackson,December,2018,2018-12-01,8.0,64.02000000000001
JACKSON,jackson,December,2019,2019-12-01,9.0,62.629999999999995
JACKSON,jackson,December,2020,2020-12-01,22.0,161.18
JACKSON,jackson,December,2021,2021-12-01,0.0,0.0
JACKSON,jackson,February,2018,2018-02-01,8.0,71.28
JACKSON,jackson,February,2019,2019-02-01,9.0,75.7
JACKSON,jackson,February,2020,2020-02-01,8.0,62.89
JACKSON,jackson,February,2021,2021-02-01,8.0,52.83
JACKSON,jackson,January,2018,2018-01-01,10.0,78.05000000000001
JACKSON,jackson,January,2019,2019-01-01,9.0,69.27
JACKSON,jackson,January,2020,2020-01-01,11.0,79.89
JACKSON,jackson,January,2021,2021-01-01,10.0,68.66
JACKSON,jackson,July,2018,2018-07-01,7.0,64.41
JACKSON,jackson,July,2019,2019-07-01,11.0,84.46000000000001
JACKSON,jackson,July,2020,2020-07-01,15.0,111.99000000000001
JACKSON,jackson,July,2021,2021-07-01,7.0,44.59
JACKSON,jackson,June,2018,2018-06-01,7.0,62.36000000000001
JACKSON,jackson,June,2019,2019-06-01,6.0,51.35
