dev,name_code,month,year,time,cont,ton
POLO GROUNDS TOWERS,pologroundstowers,March,2020,2020-03-01,16.0,128.55
POLO GROUNDS TOWERS,pologroundstowers,March,2021,2021-03-01,24.0,173.04
POLO GROUNDS TOWERS,pologroundstowers,May,2018,2018-05-01,20.0,154.51000000000002
POLO GROUNDS TOWERS,pologroundstowers,May,2019,2019-05-01,21.0,164.85
POLO GROUNDS TOWERS,pologroundstowers,May,2020,2020-05-01,21.0,155.33
POLO GROUNDS TOWERS,pologroundstowers,May,2021,2021-05-01,18.0,138.26999999999998
POLO GROUNDS TOWERS,pologroundstowers,November,2018,2018-11-01,19.0,141.82
POLO GROUNDS TOWERS,pologroundstowers,November,2019,2019-11-01,16.0,126.85
POLO GROUNDS TOWERS,pologroundstowers,November,2020,2020-11-01,19.0,144.82999999999998
POLO GROUNDS TOWERS,pologroundstowers,November,2021,2021-11-01,0.0,0.0
POLO GROUNDS TOWERS,pologroundstowers,October,2018,2018-10-01,24.0,173.63000000000002
POLO GROUNDS TOWERS,pologroundstowers,October,2019,2019-10-01,22.0,176.87
POLO GROUNDS TOWERS,pologroundstowers,October,2020,2020-10-01,20.0,146.98
POLO GROUNDS TOWERS,pologroundstowers,October,2021,2021-10-01,0.0,0.0
POLO GROUNDS TOWERS,pologroundstowers,September,2018,2018-09-01,15.0,120.96999999999998
POLO GROUNDS TOWERS,pologroundstowers,September,2019,2019-09-01,17.0,141.10000000000002
POLO GROUNDS TOWERS,pologroundstowers,September,2020,2020-09-01,24.0,202.17
POLO GROUNDS TOWERS,pologroundstowers,September,2021,2021-09-01,20.0,168.43999999999997
POMONOK,pomonok,April,2018,2018-04-01,17.0,111.55999999999999
POMONOK,pomonok,April,2019,2019-04-01,7.0,53.13999999999999
POMONOK,pomonok,April,2020,2020-04-01,28.0,197.94000000000003
POMONOK,pomonok,April,2021,2021-04-01,25.0,163.14000000000001
POMONOK,pomonok,August,2018,2018-08-01,8.0,61.96
POMONOK,pomonok,August,2019,2019-08-01,14.0,114.70000000000002
POMONOK,pomonok,August,2020,2020-08-01,24.0,192.39999999999998
POMONOK,pomonok,August,2021,2021-08-01,20.0,179.38
POMONOK,pomonok,December,2018,2018-12-01,17.0,126.4
POMONOK,pomonok,December,2019,2019-12-01,19.0,137.27
POMONOK,pomonok,December,2020,2020-12-01,30.0,213.24
POMONOK,pomonok,December,2021,2021-12-01,0.0,0.0
POMONOK,pomonok,February,2018,2018-02-01,18.0,123.18
POMONOK,pomonok,February,2019,2019-02-01,8.0,56.74
POMONOK,pomonok,February,2020,2020-02-01,24.0,161.55000000000004
POMONOK,pomonok,February,2021,2021-02-01,23.0,158.08999999999997
POMONOK,pomonok,January,2018,2018-01-01,12.0,82.61
POMONOK,pomonok,January,2019,2019-01-01,17.0,112.4
POMONOK,pomonok,January,2020,2020-01-01,27.0,184.32999999999996
POMONOK,pomonok,January,2021,2021-01-01,24.0,156.79999999999998
POMONOK,pomonok,July,2018,2018-07-01,7.0,57.88
POMONOK,pomonok,July,2019,2019-07-01,14.0,117.05
POMONOK,pomonok,July,2020,2020-07-01,27.0,215.24999999999997
POMONOK,pomonok,July,2021,2021-07-01,20.0,162.49
POMONOK,pomonok,June,2018,2018-06-01,14.0,110.13
POMONOK,pomonok,June,2019,2019-06-01,11.0,90.00999999999999
POMONOK,pomonok,June,2020,2020-06-01,25.0,187.85999999999999
POMONOK,pomonok,June,2021,2021-06-01,24.0,172.26999999999998
POMONOK,pomonok,March,2018,2018-03-01,20.0,135.09
POMONOK,pomonok,March,2019,2019-03-01,13.0,93.18
POMONOK,pomonok,March,2020,2020-03-01,22.0,138.21999999999997
POMONOK,pomonok,March,2021,2021-03-01,30.0,212.11
POMONOK,pomonok,May,2018,2018-05-01,18.0,145.76
POMONOK,pomonok,May,2019,2019-05-01,13.0,100.11
POMONOK,pomonok,May,2020,2020-05-01,26.0,180.02
POMONOK,pomonok,May,2021,2021-05-01,24.0,178.22
POMONOK,pomonok,November,2018,2018-11-01,18.0,142.64000000000001
POMONOK,pomonok,November,2019,2019-11-01,16.0,109.4
POMONOK,pomonok,November,2020,2020-11-01,26.0,187.19
POMONOK,pomonok,November,2021,2021-11-01,0.0,0.0
POMONOK,pomonok,October,2018,2018-10-01,17.0,136.28
POMONOK,pomonok,October,2019,2019-10-01,17.0,135.23
POMONOK,pomonok,October,2020,2020-10-01,24.0,184.96
POMONOK,pomonok,October,2021,2021-10-01,0.0,0.0
POMONOK,pomonok,September,2018,2018-09-01,10.0,85.45000000000002
POMONOK,pomonok,September,2019,2019-09-01,11.0,80.27
POMONOK,pomonok,September,2020,2020-09-01,26.0,209.13
POMONOK,pomonok,September,2021,2021-09-01,21.0,188.87
QUEENSBRIDGE,queensbridge,April,2018,2018-04-01,27.0,190.74999999999997
QUEENSBRIDGE,queensbridge,April,2019,2019-04-01,11.0,76.82
QUEENSBRIDGE,queensbridge,April,2020,2020-04-01,41.0,277.94
QUEENSBRIDGE,queensbridge,April,2021,2021-04-01,31.0,203.82
QUEENSBRIDGE,queensbridge,August,2018,2018-08-01,18.0,127.88
QUEENSBRIDGE,queensbridge,August,2019,2019-08-01,23.0,154.58999999999997
QUEENSBRIDGE,queensbridge,August,2020,2020-08-01,36.0,267.32
QUEENSBRIDGE,queensbridge,August,2021,2021-08-01,28.0,199.91
QUEENSBRIDGE,queensbridge,December,2018,2018-12-01,30.0,204.32000000000002
QUEENSBRIDGE,queensbridge,December,2019,2019-12-01,31.0,206.40999999999997
QUEENSBRIDGE,queensbridge,December,2020,2020-12-01,40.0,289.0
QUEENSBRIDGE,queensbridge,December,2021,2021-12-01,0.0,0.0
QUEENSBRIDGE,queensbridge,February,2018,2018-02-01,19.0,153.83
QUEENSBRIDGE,queensbridge,February,2019,2019-02-01,18.0,120.29
QUEENSBRIDGE,queensbridge,February,2020,2020-02-01,33.0,202.67
QUEENSBRIDGE,queensbridge,February,2021,2021-02-01,35.0,231.49
QUEENSBRIDGE,queensbridge,January,2018,2018-01-01,17.0,121.41999999999999
QUEENSBRIDGE,queensbridge,January,2019,2019-01-01,29.0,177.32999999999998
QUEENSBRIDGE,queensbridge,January,2020,2020-01-01,42.0,273.00000000000006
QUEENSBRIDGE,queensbridge,January,2021,2021-01-01,32.0,211.24999999999997
QUEENSBRIDGE,queensbridge,July,2018,2018-07-01,12.0,91.38
QUEENSBRIDGE,queensbridge,July,2019,2019-07-01,28.0,196.37
QUEENSBRIDGE,queensbridge,July,2020,2020-07-01,47.0,314.3500000000001
QUEENSBRIDGE,queensbridge,July,2021,2021-07-01,33.0,246.79000000000008
QUEENSBRIDGE,queensbridge,June,2018,2018-06-01,18.0,139.18
QUEENSBRIDGE,queensbridge,June,2019,2019-06-01,22.0,163.71000000000004
QUEENSBRIDGE,queensbridge,June,2020,2020-06-01,40.0,257.17
QUEENSBRIDGE,queensbridge,June,2021,2021-06-01,38.0,261.41
QUEENSBRIDGE,queensbridge,March,2018,2018-03-01,25.0,174.06000000000003
QUEENSBRIDGE,queensbridge,March,2019,2019-03-01,21.0,138.38
QUEENSBRIDGE,queensbridge,March,2020,2020-03-01,32.0,207.49999999999997
QUEENSBRIDGE,queensbridge,March,2021,2021-03-01,43.0,289.11
QUEENSBRIDGE,queensbridge,May,2018,2018-05-01,23.0,177.84
QUEENSBRIDGE,queensbridge,May,2019,2019-05-01,19.0,146.51000000000002
QUEENSBRIDGE,queensbridge,May,2020,2020-05-01,40.0,264.11999999999995
QUEENSBRIDGE,queensbridge,May,2021,2021-05-01,34.0,222.78
QUEENSBRIDGE,queensbridge,November,2018,2018-11-01,27.0,192.05999999999997
QUEENSBRIDGE,queensbridge,November,2019,2019-11-01,27.0,183.54
QUEENSBRIDGE,queensbridge,November,2020,2020-11-01,32.0,230.46
QUEENSBRIDGE,queensbridge,November,2021,2021-11-01,0.0,0.0
QUEENSBRIDGE,queensbridge,October,2018,2018-10-01,26.0,177.44
QUEENSBRIDGE,queensbridge,October,2019,2019-10-01,30.0,208.32000000000005
QUEENSBRIDGE,queensbridge,October,2020,2020-10-01,32.0,240.76000000000002
QUEENSBRIDGE,queensbridge,October,2021,2021-10-01,0.0,0.0
QUEENSBRIDGE,queensbridge,September,2018,2018-09-01,15.0,116.25
QUEENSBRIDGE,queensbridge,September,2019,2019-09-01,19.0,134.63
QUEENSBRIDGE,queensbridge,September,2020,2020-09-01,45.0,325.88999999999993
QUEENSBRIDGE,queensbridge,September,2021,2021-09-01,42.0,281.83
RANGEL,rangel,April,2018,2018-04-01,8.0,61.54
RANGEL,rangel,April,2019,2019-04-01,8.0,61.18
RANGEL,rangel,April,2020,2020-04-01,13.0,90.95
RANGEL,rangel,April,2021,2021-04-01,8.0,76.9
RANGEL,rangel,August,2018,2018-08-01,12.0,88.52999999999999
RANGEL,rangel,August,2019,2019-08-01,11.0,76.81
RANGEL,rangel,August,2020,2020-08-01,13.0,97.71999999999998
RANGEL,rangel,August,2021,2021-08-01,9.0,87.06
RANGEL,rangel,December,2018,2018-12-01,13.0,88.12
RANGEL,rangel,December,2019,2019-12-01,13.0,93.75999999999999
RANGEL,rangel,December,2020,2020-12-01,12.0,87.82
RANGEL,rangel,December,2021,2021-12-01,0.0,0.0
RANGEL,rangel,February,2018,2018-02-01,8.0,64.14
RANGEL,rangel,February,2019,2019-02-01,10.0,74.0
RANGEL,rangel,February,2020,2020-02-01,8.0,58.550000000000004
RANGEL,rangel,February,2021,2021-02-01,9.0,64.19
RANGEL,rangel,January,2018,2018-01-01,4.0,29.79
RANGEL,rangel,January,2019,2019-01-01,11.0,79.75999999999999
RANGEL,rangel,January,2020,2020-01-01,13.0,91.6
RANGEL,rangel,January,2021,2021-01-01,11.0,80.93
RANGEL,rangel,July,2018,2018-07-01,9.0,77.38999999999999
RANGEL,rangel,July,2019,2019-07-01,10.0,80.77
RANGEL,rangel,July,2020,2020-07-01,13.0,101.17000000000002
RANGEL,rangel,July,2021,2021-07-01,8.0,79.86000000000001
RANGEL,rangel,June,2018,2018-06-01,12.0,86.64
RANGEL,rangel,June,2019,2019-06-01,9.0,63.160000000000004
RANGEL,rangel,June,2020,2020-06-01,12.0,90.41999999999999
RANGEL,rangel,June,2021,2021-06-01,12.0,122.71
RANGEL,rangel,March,2018,2018-03-01,8.0,65.39
RANGEL,rangel,March,2019,2019-03-01,11.0,75.50999999999999
RANGEL,rangel,March,2020,2020-03-01,11.0,83.35000000000001
RANGEL,rangel,March,2021,2021-03-01,10.0,73.69999999999999
RANGEL,rangel,May,2018,2018-05-01,12.0,89.57
RANGEL,rangel,May,2019,2019-05-01,11.0,84.81
RANGEL,rangel,May,2020,2020-05-01,11.0,84.44
RANGEL,rangel,May,2021,2021-05-01,10.0,99.08
RANGEL,rangel,November,2018,2018-11-01,12.0,91.46000000000001
RANGEL,rangel,November,2019,2019-11-01,8.0,65.86
RANGEL,rangel,November,2020,2020-11-01,9.0,71.02000000000001
RANGEL,rangel,November,2021,2021-11-01,0.0,0.0
RANGEL,rangel,October,2018,2018-10-01,10.0,80.58999999999999
RANGEL,rangel,October,2019,2019-10-01,12.0,95.71000000000001
RANGEL,rangel,October,2020,2020-10-01,12.0,92.35
RANGEL,rangel,October,2021,2021-10-01,0.0,0.0
RANGEL,rangel,September,2018,2018-09-01,10.0,72.96000000000001
RANGEL,rangel,September,2019,2019-09-01,7.0,56.199999999999996
RANGEL,rangel,September,2020,2020-09-01,11.0,84.33
RANGEL,rangel,September,2021,2021-09-01,10.0,108.33000000000001
RAVENSWOOD,ravenswood,April,2018,2018-04-01,22.0,135.36
RAVENSWOOD,ravenswood,April,2019,2019-04-01,9.0,63.81000000000001
RAVENSWOOD,ravenswood,April,2020,2020-04-01,27.0,179.17
RAVENSWOOD,ravenswood,April,2021,2021-04-01,27.0,164.14999999999998
RAVENSWOOD,ravenswood,August,2018,2018-08-01,16.0,88.41
RAVENSWOOD,ravenswood,August,2019,2019-08-01,13.0,96.76
RAVENSWOOD,ravenswood,August,2020,2020-08-01,23.0,179.32000000000002
RAVENSWOOD,ravenswood,August,2021,2021-08-01,19.0,123.35
RAVENSWOOD,ravenswood,December,2018,2018-12-01,21.0,118.46
RAVENSWOOD,ravenswood,December,2019,2019-12-01,20.0,135.69
RAVENSWOOD,ravenswood,December,2020,2020-12-01,29.0,206.87
RAVENSWOOD,ravenswood,December,2021,2021-12-01,0.0,0.0
RAVENSWOOD,ravenswood,February,2018,2018-02-01,15.0,92.39999999999999
RAVENSWOOD,ravenswood,February,2019,2019-02-01,12.0,81.97
RAVENSWOOD,ravenswood,February,2020,2020-02-01,19.0,134.0
RAVENSWOOD,ravenswood,February,2021,2021-02-01,25.0,156.72
RAVENSWOOD,ravenswood,January,2018,2018-01-01,13.0,75.18999999999998
RAVENSWOOD,ravenswood,January,2019,2019-01-01,20.0,110.65999999999998
RAVENSWOOD,ravenswood,January,2020,2020-01-01,26.0,177.77000000000004
RAVENSWOOD,ravenswood,January,2021,2021-01-01,24.0,162.10999999999999
RAVENSWOOD,ravenswood,July,2018,2018-07-01,11.0,77.66
RAVENSWOOD,ravenswood,July,2019,2019-07-01,18.0,129.35999999999999
RAVENSWOOD,ravenswood,July,2020,2020-07-01,28.0,211.44000000000003
RAVENSWOOD,ravenswood,July,2021,2021-07-01,19.0,130.44
RAVENSWOOD,ravenswood,June,2018,2018-06-01,19.0,112.26
RAVENSWOOD,ravenswood,June,2019,2019-06-01,19.0,131.35
RAVENSWOOD,ravenswood,June,2020,2020-06-01,27.0,178.96
RAVENSWOOD,ravenswood,June,2021,2021-06-01,21.0,150.07
RAVENSWOOD,ravenswood,March,2018,2018-03-01,22.0,130.05
RAVENSWOOD,ravenswood,March,2019,2019-03-01,15.0,91.61000000000001
RAVENSWOOD,ravenswood,March,2020,2020-03-01,23.0,140.51
RAVENSWOOD,ravenswood,March,2021,2021-03-01,34.0,209.39999999999998
RAVENSWOOD,ravenswood,May,2018,2018-05-01,21.0,130.45
RAVENSWOOD,ravenswood,May,2019,2019-05-01,22.0,135.64000000000001
RAVENSWOOD,ravenswood,May,2020,2020-05-01,24.0,174.8
RAVENSWOOD,ravenswood,May,2021,2021-05-01,24.0,158.17000000000002
RAVENSWOOD,ravenswood,November,2018,2018-11-01,23.0,138.00000000000003
RAVENSWOOD,ravenswood,November,2019,2019-11-01,23.0,153.07
RAVENSWOOD,ravenswood,November,2020,2020-11-01,23.0,170.68999999999997
RAVENSWOOD,ravenswood,November,2021,2021-11-01,0.0,0.0
RAVENSWOOD,ravenswood,October,2018,2018-10-01,17.0,99.54
RAVENSWOOD,ravenswood,October,2019,2019-10-01,22.0,158.48
RAVENSWOOD,ravenswood,October,2020,2020-10-01,22.0,169.19
RAVENSWOOD,ravenswood,October,2021,2021-10-01,0.0,0.0
RAVENSWOOD,ravenswood,September,2018,2018-09-01,13.0,76.75
RAVENSWOOD,ravenswood,September,2019,2019-09-01,11.0,79.85
RAVENSWOOD,ravenswood,September,2020,2020-09-01,26.0,212.15
RAVENSWOOD,ravenswood,September,2021,2021-09-01,17.0,115.75
RED HOOK,redhook,April,2018,2018-04-01,16.0,123.26999999999998
RED HOOK,redhook,April,2019,2019-04-01,22.0,209.77000000000004
RED HOOK,redhook,April,2020,2020-04-01,30.0,280.86
RED HOOK,redhook,April,2021,2021-04-01,23.0,210.23000000000002
RED HOOK,redhook,August,2018,2018-08-01,28.0,254.34999999999997
RED HOOK,redhook,August,2019,2019-08-01,25.0,236.36
RED HOOK,redhook,August,2020,2020-08-01,24.0,244.38999999999996
RED HOOK,redhook,August,2021,2021-08-01,21.2574,224.62
RED HOOK,redhook,December,2018,2018-12-01,17.0,156.26
RED HOOK,redhook,December,2019,2019-12-01,19.0,168.1
RED HOOK,redhook,December,2020,2020-12-01,34.0,325.77
RED HOOK,redhook,December,2021,2021-12-01,0.0,0.0
RED HOOK,redhook,February,2018,2018-02-01,18.0,135.5
RED HOOK,redhook,February,2019,2019-02-01,14.0,125.85
RED HOOK,redhook,February,2020,2020-02-01,17.0,147.63
RED HOOK,redhook,February,2021,2021-02-01,26.0,210.3
RED HOOK,redhook,January,2018,2018-01-01,20.0,145.34999999999997
RED HOOK,redhook,January,2019,2019-01-01,18.0,141.76999999999998
RED HOOK,redhook,January,2020,2020-01-01,29.0,249.73
RED HOOK,redhook,January,2021,2021-01-01,26.0,231.33000000000004
RED HOOK,redhook,July,2018,2018-07-01,18.0,153.25
RED HOOK,redhook,July,2019,2019-07-01,28.0,275.46999999999997
RED HOOK,redhook,July,2020,2020-07-01,31.0,342.0
RED HOOK,redhook,July,2021,2021-07-01,18.0,168.43999999999997
RED HOOK,redhook,June,2018,2018-06-01,18.0,155.34
RED HOOK,redhook,June,2019,2019-06-01,19.0,191.29999999999998
RED HOOK,redhook,June,2020,2020-06-01,25.0,272.14000000000004
RED HOOK,redhook,June,2021,2021-06-01,27.0,266.2
RED HOOK,redhook,March,2018,2018-03-01,13.0,98.12
RED HOOK,redhook,March,2019,2019-03-01,15.0,133.34
RED HOOK,redhook,March,2020,2020-03-01,21.0,195.50000000000003
RED HOOK,redhook,March,2021,2021-03-01,34.0,286.37
RED HOOK,redhook,May,2018,2018-05-01,25.0,213.93
RED HOOK,redhook,May,2019,2019-05-01,26.0,249.62
RED HOOK,redhook,May,2020,2020-05-01,26.0,260.52
RED HOOK,redhook,May,2021,2021-05-01,26.0,241.43999999999997
RED HOOK,redhook,November,2018,2018-11-01,20.0,187.55
RED HOOK,redhook,November,2019,2019-11-01,20.0,187.74
RED HOOK,redhook,November,2020,2020-11-01,25.0,241.96
RED HOOK,redhook,November,2021,2021-11-01,0.0,0.0
RED HOOK,redhook,October,2018,2018-10-01,16.0,141.87
RED HOOK,redhook,October,2019,2019-10-01,28.0,253.13
RED HOOK,redhook,October,2020,2020-10-01,25.0,255.57
RED HOOK,redhook,October,2021,2021-10-01,0.0,0.0
RED HOOK,redhook,September,2018,2018-09-01,15.0,138.34000000000003
RED HOOK,redhook,September,2019,2019-09-01,23.0,224.44
RED HOOK,redhook,September,2020,2020-09-01,31.0,297.24
RED HOOK,redhook,September,2021,2021-09-01,24.0,237.35000000000002
REDFERN,redfern,April,2018,2018-04-01,6.0,43.8
REDFERN,redfern,April,2019,2019-04-01,4.0,28.880000000000003
REDFERN,redfern,April,2020,2020-04-01,10.0,67.55999999999999
REDFERN,redfern,April,2021,2021-04-01,9.0,67.08
REDFERN,redfern,August,2018,2018-08-01,6.0,50.76
REDFERN,redfern,August,2019,2019-08-01,6.0,49.93
REDFERN,redfern,August,2020,2020-08-01,7.0,67.86
REDFERN,redfern,August,2021,2021-08-01,6.0,53.47
REDFERN,redfern,December,2018,2018-12-01,4.0,28.81
REDFERN,redfern,December,2019,2019-12-01,7.0,54.85
REDFERN,redfern,December,2020,2020-12-01,11.0,82.19999999999999
REDFERN,redfern,December,2021,2021-12-01,0.0,0.0
REDFERN,redfern,February,2018,2018-02-01,6.0,39.96
REDFERN,redfern,February,2019,2019-02-01,2.0,14.870000000000001
REDFERN,redfern,February,2020,2020-02-01,6.0,46.95
REDFERN,redfern,February,2021,2021-02-01,8.0,51.44
REDFERN,redfern,January,2018,2018-01-01,4.0,29.51
REDFERN,redfern,January,2019,2019-01-01,5.0,31.659999999999997
REDFERN,redfern,January,2020,2020-01-01,8.0,58.39
REDFERN,redfern,January,2021,2021-01-01,10.0,70.55
REDFERN,redfern,July,2018,2018-07-01,2.0,18.96
REDFERN,redfern,July,2019,2019-07-01,6.0,50.13
REDFERN,redfern,July,2020,2020-07-01,9.0,83.58999999999999
REDFERN,redfern,July,2021,2021-07-01,7.0,62.18000000000001
REDFERN,redfern,June,2018,2018-06-01,3.0,23.810000000000002
REDFERN,redfern,June,2019,2019-06-01,5.0,39.28
REDFERN,redfern,June,2020,2020-06-01,9.0,75.67
REDFERN,redfern,June,2021,2021-06-01,10.0,79.01
REDFERN,redfern,March,2018,2018-03-01,5.0,35.53
REDFERN,redfern,March,2019,2019-03-01,6.0,42.230000000000004
REDFERN,redfern,March,2020,2020-03-01,8.0,60.940000000000005
REDFERN,redfern,March,2021,2021-03-01,12.0,87.41999999999999
REDFERN,redfern,May,2018,2018-05-01,5.0,44.7
REDFERN,redfern,May,2019,2019-05-01,4.0,31.67
REDFERN,redfern,May,2020,2020-05-01,7.0,52.910000000000004
REDFERN,redfern,May,2021,2021-05-01,8.0,63.36000000000001
REDFERN,redfern,November,2018,2018-11-01,5.0,36.45
REDFERN,redfern,November,2019,2019-11-01,5.0,39.43
REDFERN,redfern,November,2020,2020-11-01,9.0,72.49
REDFERN,redfern,November,2021,2021-11-01,0.0,0.0
REDFERN,redfern,October,2018,2018-10-01,7.0,59.11
REDFERN,redfern,October,2019,2019-10-01,6.0,51.86
REDFERN,redfern,October,2020,2020-10-01,8.0,68.27
REDFERN,redfern,October,2021,2021-10-01,0.0,0.0
REDFERN,redfern,September,2018,2018-09-01,4.0,34.44
REDFERN,redfern,September,2019,2019-09-01,2.0,17.8
REDFERN,redfern,September,2020,2020-09-01,10.0,85.56
REDFERN,redfern,September,2021,2021-09-01,9.0,83.60000000000001
RICHMOND TERRACE,richmondterrace,April,2018,2018-04-01,6.0,38.08
RICHMOND TERRACE,richmondterrace,April,2019,2019-04-01,8.0,58.84
RICHMOND TERRACE,richmondterrace,April,2020,2020-04-01,10.0,75.39
RICHMOND TERRACE,richmondterrace,April,2021,2021-04-01,8.0,61.78
RICHMOND TERRACE,richmondterrace,August,2018,2018-08-01,10.0,72.86
RICHMOND TERRACE,richmondterrace,August,2019,2019-08-01,8.0,55.14
RICHMOND TERRACE,richmondterrace,August,2020,2020-08-01,8.0,67.14000000000001
RICHMOND TERRACE,richmondterrace,August,2021,2021-08-01,8.0,58.82
RICHMOND TERRACE,richmondterrace,December,2018,2018-12-01,6.0,39.58
RICHMOND TERRACE,richmondterrace,December,2019,2019-12-01,5.0,40.44
RICHMOND TERRACE,richmondterrace,December,2020,2020-12-01,10.0,75.78
RICHMOND TERRACE,richmondterrace,December,2021,2021-12-01,0.0,0.0
RICHMOND TERRACE,richmondterrace,February,2018,2018-02-01,8.0,47.36
RICHMOND TERRACE,richmondterrace,February,2019,2019-02-01,5.0,33.71
RICHMOND TERRACE,richmondterrace,February,2020,2020-02-01,8.0,56.11
RICHMOND TERRACE,richmondterrace,February,2021,2021-02-01,8.0,56.74000000000001
RICHMOND TERRACE,richmondterrace,January,2018,2018-01-01,7.0,42.87
RICHMOND TERRACE,richmondterrace,January,2019,2019-01-01,8.0,57.11999999999999
RICHMOND TERRACE,richmondterrace,January,2020,2020-01-01,10.0,67.05000000000001
RICHMOND TERRACE,richmondterrace,January,2021,2021-01-01,8.0,60.76
RICHMOND TERRACE,richmondterrace,July,2018,2018-07-01,6.0,40.489999999999995
RICHMOND TERRACE,richmondterrace,July,2019,2019-07-01,10.0,71.13
RICHMOND TERRACE,richmondterrace,July,2020,2020-07-01,10.0,80.42
RICHMOND TERRACE,richmondterrace,July,2021,2021-07-01,8.0,64.99
RICHMOND TERRACE,richmondterrace,June,2018,2018-06-01,8.0,59.39999999999999
RICHMOND TERRACE,richmondterrace,June,2019,2019-06-01,7.0,47.88
RICHMOND TERRACE,richmondterrace,June,2020,2020-06-01,8.0,66.93
RICHMOND TERRACE,richmondterrace,June,2021,2021-06-01,8.0,65.10000000000001
RICHMOND TERRACE,richmondterrace,March,2018,2018-03-01,7.0,41.18000000000001
RICHMOND TERRACE,richmondterrace,March,2019,2019-03-01,7.0,46.09
RICHMOND TERRACE,richmondterrace,March,2020,2020-03-01,8.0,57.66
RICHMOND TERRACE,richmondterrace,March,2021,2021-03-01,10.0,74.4
RICHMOND TERRACE,richmondterrace,May,2018,2018-05-01,9.0,64.94
RICHMOND TERRACE,richmondterrace,May,2019,2019-05-01,10.0,71.66
RICHMOND TERRACE,richmondterrace,May,2020,2020-05-01,8.0,60.63
RICHMOND TERRACE,richmondterrace,May,2021,2021-05-01,8.0,62.16
RICHMOND TERRACE,richmondterrace,November,2018,2018-11-01,8.0,54.269999999999996
RICHMOND TERRACE,richmondterrace,November,2019,2019-11-01,5.0,30.18
RICHMOND TERRACE,richmondterrace,November,2020,2020-11-01,7.0,56.309999999999995
RICHMOND TERRACE,richmondterrace,November,2021,2021-11-01,0.0,0.0
RICHMOND TERRACE,richmondterrace,October,2018,2018-10-01,8.0,60.0
RICHMOND TERRACE,richmondterrace,October,2019,2019-10-01,9.0,61.269999999999996
RICHMOND TERRACE,richmondterrace,October,2020,2020-10-01,8.0,57.31
RICHMOND TERRACE,richmondterrace,October,2021,2021-10-01,0.0,0.0
RICHMOND TERRACE,richmondterrace,September,2018,2018-09-01,8.0,53.24
RICHMOND TERRACE,richmondterrace,September,2019,2019-09-01,8.0,36.81
RICHMOND TERRACE,richmondterrace,September,2020,2020-09-01,10.0,84.37
RICHMOND TERRACE,richmondterrace,September,2021,2021-09-01,8.0,64.75
RIIS,riis,April,2018,2018-04-01,11.0,76.66
RIIS,riis,April,2019,2019-04-01,12.0,80.59
RIIS,riis,April,2020,2020-04-01,20.0,162.52000000000004
RIIS,riis,April,2021,2021-04-01,17.0,164.51000000000002
RIIS,riis,August,2018,2018-08-01,13.0,96.13000000000001
RIIS,riis,August,2019,2019-08-01,2.0,6.42
RIIS,riis,August,2020,2020-08-01,19.0,170.96
RIIS,riis,August,2021,2021-08-01,13.0,122.11999999999999
RIIS,riis,December,2018,2018-12-01,17.0,119.11000000000001
RIIS,riis,December,2019,2019-12-01,16.0,137.73999999999998
RIIS,riis,December,2020,2020-12-01,25.0,185.14
RIIS,riis,December,2021,2021-12-01,0.0,0.0
RIIS,riis,February,2018,2018-02-01,8.0,62.129999999999995
RIIS,riis,February,2019,2019-02-01,15.0,107.87999999999998
RIIS,riis,February,2020,2020-02-01,16.0,129.82
RIIS,riis,February,2021,2021-02-01,19.0,164.59
RIIS,riis,January,2018,2018-01-01,7.0,51.72
RIIS,riis,January,2019,2019-01-01,18.0,135.69
RIIS,riis,January,2020,2020-01-01,21.0,167.32999999999998
RIIS,riis,January,2021,2021-01-01,19.0,154.78000000000003
RIIS,riis,July,2018,2018-07-01,10.0,81.45
RIIS,riis,July,2019,2019-07-01,1.0,17.28
RIIS,riis,July,2020,2020-07-01,26.0,214.82
RIIS,riis,July,2021,2021-07-01,15.0,139.54999999999998
RIIS,riis,June,2018,2018-06-01,11.0,86.86999999999999
RIIS,riis,June,2019,2019-06-01,13.0,90.7
RIIS,riis,June,2020,2020-06-01,21.0,170.62
RIIS,riis,June,2021,2021-06-01,21.0,199.97
RIIS,riis,March,2018,2018-03-01,12.0,87.3
RIIS,riis,March,2019,2019-03-01,15.0,108.44
RIIS,riis,March,2020,2020-03-01,18.0,142.28000000000003
RIIS,riis,March,2021,2021-03-01,23.0,194.48
RIIS,riis,May,2018,2018-05-01,16.0,111.16000000000001
RIIS,riis,May,2019,2019-05-01,16.0,135.97000000000003
RIIS,riis,May,2020,2020-05-01,19.0,161.67
RIIS,riis,May,2021,2021-05-01,15.0,160.99
RIIS,riis,November,2018,2018-11-01,12.0,100.74000000000001
RIIS,riis,November,2019,2019-11-01,18.0,148.38
RIIS,riis,November,2020,2020-11-01,23.0,171.15000000000003
RIIS,riis,November,2021,2021-11-01,0.0,0.0
RIIS,riis,October,2018,2018-10-01,18.0,146.97
RIIS,riis,October,2019,2019-10-01,14.0,132.78
RIIS,riis,October,2020,2020-10-01,18.0,147.08999999999997
RIIS,riis,October,2021,2021-10-01,0.0,0.0
RIIS,riis,September,2018,2018-09-01,15.0,106.96
RIIS,riis,September,2019,2019-09-01,10.0,97.58000000000001
RIIS,riis,September,2020,2020-09-01,26.0,224.53000000000003
RIIS,riis,September,2021,2021-09-01,14.0,115.04
